Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,Album Label/Number,Title,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week
2011,61,h,2011-061,7,1,0,1,23,,Kanye West,"West, Kanye",,,s,,H*A*M,4:37,,x,,6675,,,Roc-A-Fella/Roc Nation/Def Jam Digital,,,,,,"K.West,S.C.Carter,L.A.Lewis,M.Dean",192,29/01/2011,29/01/2011,23,49,81,86,93,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,62,h,2011-062,4,0,0,1,78,,Cage The Elephant,Cage The Elephant,,,Thank You Happy Birthday,,Shake Me Down,3:31,,,,8098,,,DSP/Jive 81760,,,,,,Cage The Elephant,34,29/01/2011,29/01/2011,78,95,99,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,63,h,2011-063,2,0,0,1,79,,Garrett Hedlund,"Hedlund, Garrett",& Leighton Meester,,Country Strong (More Music from the Motion Picture),,Give In To Me,3:29,,,,8124,,,Screen Gems Productions Digital,,,,,,"B.Falcon,R.Falcon,E. Hoffman",25,29/01/2011,29/01/2011,79,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,64,h,2011-064,11,0,0,1,61,,Mann,Mann,Featuring 50 Cent,,s,,Buzzin',3:44,,,,8129,,,Mercury Digital,,,,,Remix,"D.Thames,J.R.Rotem,C.C.Battey,S.A.Battey,J.R.Smith",301,29/01/2011,19/02/2011,95,73,65,61,63,64,63,68,78,86,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,65,h,2011-065,8,0,0,1,60,,"JaneDear Girls, The","JaneDear Girls, The",,,s,,Wildflower,2:44,,,,8128,,,Reprise (Nashville) Digital,,,,Country,,"S.Brown,V.McGehee,J.S.Stover",140,29/01/2011,19/02/2011,98,91,85,60,81,81,84,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,506,h,2011-066,9,0,0,1,51,,David Guetta,"Guetta, David",Featuring Rihanna,,s,,Who's That Chick?,2:47,,,,7965,,,Gum/Astralwerks Digital,,,,,,"D.Guetta,G.Tuinfort,F.Riesterer",248,11/12/2010,29/01/2011,73,,,,,,85,51,63,60,69,82,87,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,67,h,2011-067,12,5,0,1,29,,Zac Brown Band,"Brown, Zac, Band",,,You Get What You Give (Deluxe Version),,Colder Weather,4:33,,,,8001,,,Southern Ground/Atlantic Digital,,,,,,"Z.Brown,W.Durrette,L.Lowrey,C.Bowles",684,05/02/2011,23/04/2011,79,58,55,49,52,46,42,38,38,36,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,68,h,2011-068,12,4,1,1,8,,Justin Bieber,"Bieber, Justin",Featuring Jaden Smith,,s,,Never Say Never,3:47,,,,8047,,R,School Boy/Raymond Braun/Island Digital,DD,,,,,"A.Messinger,N.Atweh,J.Bieber,T.Harrell,J.Smith,O.Rambert",650,05/02/2011,05/03/2011,85,62,49,25,8,23,33,48,57,61,64,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,69,h,2011-069,1,0,0,1,94,,James Blunt,"Blunt, James",,,Some Kind Of Trouble (Deluxe Version),,Stay The Night,3:25,,,,7763,,,Custard Digital,,,,,,"J.Blunt,S.Robson,R.M.Tedder,B.Marley",7,05/02/2011,05/02/2011,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,70,h,2011-070,1,0,0,1,100,,Yellowcard,Yellowcard,,,s,,"For You, And Your Denial",3:33,,,,7780,,,Hopeless Digital,,,,,,"R.Key,S.Mackin,R.Mendez,S.O'Donnell,L.W.Parsons III",1,05/02/2011,05/02/2011,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,485,h,2011-071,20,0,0,1,58,,Lady Antebellum,Lady Antebellum,,,Need You Now,,Hello World,5:26,,,,7945,,,Capitol Nashville Digital,,,,,,"T.Douglas,T.Lane,D.Lee",527,27/11/2010,05/02/2011,70,74,84,89,77,79,94,82,79,77,58,71,73,76,69,73,69,68,62,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,72,h,2011-072,3,0,0,1,66,,LMFAO,LMFAO,Featuring Lauren Bennett & GoonRock,,s,,Party Rock Anthem,4:23,,,,8027,,,Party Rock/will.i.am/Cherrytree Digital,,,,,,"S.K.Gordy,S.A.Gordy,J.Listenbee,P.Schroeder",71,12/02/2011,23/04/2011,78,,,,,,,,,88,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,73,h,2011-073,1,0,0,1,89,,Rise Against,Rise Against,,,s,,Help Is On The Way,3:57,,,,8143,,,DGC Digital,,,,,,"Rise Against,T.McIlrath",12,12/02/2011,12/02/2011,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,74,h,2011-074,3,0,0,1,96,,New Hollow,New Hollow,,,s,,Boyfriend,3:06,,,,8138,,,NEC 80030,,,,,,"E.West,M.J.Clouse III",11,12/02/2011,26/02/2011,98,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,75,h,2011-075,11,0,0,3,63,,Trey Songz,"Songz, Trey",,,"Passion, Pain & Pleasure",,Love Faces,4:02,,,,7745,,,Songbook Digital,,,,,,"T.Neverson,T.Taylor,E.Miles,T.Scales",303,12/02/2011,19/03/2011,100,90,80,72,69,63,63,63,67,68,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,431,h,2011-076,15,0,0,1,51,,Darius Rucker,"Rucker, Darius",,,"Charleston, SC 1966",,This,3:38,,,,7977,,,Capitol Nashville Digital,,,,,,"D.Rucker,F.Rogers,K.DioGuardi ",464,30/10/2010,23/04/2011,83,,,,,,,,,,,,92,85,81,76,77,79,70,70,62,56,60,56,53,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,497,h,2011-077,12,8,2,1,7,,Ke$ha,Ke$ha,,,Cannibal,,Blow,3:39,,,,8062,,,Kemosabe/RCA Digital,,,,,,"K.Sebert,K.Ahlund,L.Gottwald,A.Grigg,B.Levin,Max Martin",858,04/12/2010,19/03/2011,97,,,,,,,,,,96,66,51,32,11,7,10,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,78,h,2011-078,10,10,3,1,4,,Dr. Dre,Dr. Dre,Featuring Eminem & Skylar Grey,,s,,I Need A Doctor,4:43,,,,2594,,,Aftermath Digital,,,,,,"A.Young,M.Mathers,A.Grant,S.Gray",932,19/02/2011,05/03/2011,5,32,4,10,11,16,22,19,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,79,h,2011-079,10,10,4,1,6,,Chris Brown,"Brown, Chris",Featuring Lil Wayne & Busta Rhymes,,s,,Look At Me Now,3:43,,,,7750,,,Jive Digital,,,,,,"J.Baptiste,C.Brown,D.Carter,T.Smith",950,19/02/2011,16/04/2011,11,29,31,24,15,12,8,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,80,h,2011-080,2,0,0,1,62,,Glee Cast,Glee Cast,,,s,,Need You Now,3:37,,,,8043,,,20th Century Fox TV Digital,,,,,,"H.Scott,D.Haywood,C.Kelley,J.Kear",68,19/02/2011,26/02/2011,72,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,81,h,2011-081,2,1,0,1,38,,Glee Cast,Glee Cast,,,s,,Thriller / Heads Will Roll,3:36,,,,8043,,,20th Century Fox TV Digital,,,,,,"R.Temperton,B.Chase,N.Zinner,K.Orzolek",94,19/02/2011,26/02/2011,75,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,82,h,2011-082,2,0,0,1,44,,Glee Cast,Glee Cast,,,s,,"Bills, Bills, Bills",3:00,,,,8043,,,20th Century Fox TV Digital,,,,,,"K.Briggs,K.Burruss,B.Knowles,L.Luckett,K.Rowland",79,19/02/2011,26/02/2011,79,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,83,h,2011-083,1,0,0,1,81,,3 Doors Down,3 Doors Down,,,s,,When You're Young,4:16,,,,6751,,,Universal Republic Digital,,,,,,"B.Arnold,C.Henderson,M.Frederiksen",20,19/02/2011,19/02/2011,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,84,h,2011-084,1,0,0,1,82,,"Lonely Island, The","Lonely Island, The",Featuring Nicki Minaj,,s,,The Creep,2:40,,,,8012,,,Universal Republic Digital,,,,,,"A.Samberg,A.Schaffer,J.Taccone,S.Jung",19,19/02/2011,19/02/2011,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,85,h,2011-085,10,1,0,1,40,,Jessie J,"J, Jessie",Featuring B.o.B,,s,,Price Tag,3:42,,,,8125,,,Lava Digital,,,,,,"J.Cornish,L.Gottwald,C.Kelly,B.R.Simmons, Jr.",306,19/02/2011,23/04/2011,88,100,99,93,78,58,54,50,49,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,86,h,2011-086,1,0,0,1,89,,Panic! At The Disco,Panic! At The Disco,,,s,,The Ballad Of Mona Lisa,3:49,,,,7789,,,Fueled By Ramen Digital,,,,,,"Panic! At The Disco,B.Walker,J.Feldmann",12,19/02/2011,19/02/2011,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,87,h,2011-087,10,1,0,1,27,,Mumford & Sons,Mumford & Sons,,,Sigh No More,,The Cave,3:35,,,,8135,,,Gentleman Of The Road Digital,,,,,,"M.Mumford,B.Lovett,T.Dwane,W.Marshall",410,19/02/2011,05/03/2011,99,68,27,53,56,60,61,59,58,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,474,h,2011-088,14,0,0,1,83,,Toby Keith,"Keith, Toby",,,Bullets In The Gun (Deluxe Version),,Bullets In The Gun,4:16,,,,3637,,,Show Dog-Universal Digital,,,,Country,,"T.Keith,R.Rutherford",153,20/11/2010,19/02/2011,97,100,90,94,95,84,85,98,87,84,89,88,87,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,483,h,2011-089,15,6,0,1,16,,Lupe Fiasco,"Fiasco, Lupe",,,s,,The Show Goes On,4:00,,,,7817,,,1st & 15th 527137,,,,,,"W.Jaco,D.A.Johnson,D.W.Brower,J.K.Brown,I.Brock,E.Judy,D.Gallucci",808,27/11/2010,23/04/2011,57,86,,,,,,,,92,71,57,51,57,44,41,39,40,31,31,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,493,h,2011-090,13,10,9,3,2,,Rihanna,Rihanna,,,Loud,,S&M,4:03,,,,7472,,,SRP/Def Jam Digital,,,,,,"M.S.Eriksen,T.E.Hermansen,S.Wilhelm,E.Dean",1177,04/12/2010,09/04/2011,53,,,,,,,,,90,66,31,8,7,5,3,4,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,527,h,2011-091,14,8,2,2,10,,Adele,Adele,,,21,,Rolling In The Deep,3:48,,,,8003,,,XL Digital,,,,,,"A.Adkins,P.Epworth",906,25/12/2010,16/04/2011,68,,,,,97,84,69,64,41,26,13,18,25,26,17,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,92,h,2011-092,9,9,9,6,1,,Lady GaGa,Lady GaGa,,,s,,Born This Way,4:20,,,,7983,,,Streamline/KonLive Digital,,,,,,"S.G.Germanotta,J.Laursen",1624,26/02/2011,26/02/2011,1,1,1,1,1,1,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,93,h,2011-093,2,1,0,1,18,,Jay Sean,"Sean, Jay",Featuring Lil Wayne,,s,,Hit The Lights,3:41,,xc,,8069,,,Cash Money Digital,,,,,,"J.Sean,D.Carter,J.Cotter,J.Skaller,R.Larow,K.Rohaim",111,26/02/2011,26/02/2011,18,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,94,h,2011-094,2,1,0,1,23,,Colbie Caillat,"Caillat, Colbie",,,s,,I Do,2:54,,,,7896,,,Lava Digital,,,,,,"C.Caillat,T.Gad",88,26/02/2011,26/02/2011,23,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,95,h,2011-095,2,1,0,1,34,,Glee Cast,Glee Cast,,,s,,Firework,3:47,,,,8043,,,20th Century Fox TV Digital,,,,,,"T.E.Hermansen,M.S.Eriksen,K.Perry,E.Dean,S.Wilhelm",78,26/02/2011,26/02/2011,34,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,96,h,2011-096,1,0,0,1,45,,Glee Cast,Glee Cast,,,s,,Silly Love Songs,3:50,,,,8043,,,20th Century Fox TV Digital,,,,,,"P.McCartney,L.McCartney",56,26/02/2011,26/02/2011,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,97,h,2011-097,1,0,0,1,47,,Glee Cast,Glee Cast,,,s,,When I Get You Alone,2:31,,,,8043,,,20th Century Fox TV Digital,,,,,,"R.Thicke,W.Murphy",54,26/02/2011,26/02/2011,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,98,h,2011-098,9,3,0,1,26,,Wiz Khalifa,Wiz Khalifa,,,s,,Roll Up,3:50,,,,8126,,,Rostrum/Atlantic 527038,,,,,,"C.J.Thomaz,M.S.Eriksen,T.E.Hermansen",463,26/02/2011,23/04/2011,48,76,81,74,54,45,29,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,99,h,2011-099,1,0,0,1,56,,Glee Cast,Glee Cast,,,s,,Fat Bottomed Girls,4:12,,,,8043,,,20th Century Fox TV Digital,,,,,,B.May,45,26/02/2011,26/02/2011,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,100,h,2011-100,1,0,0,1,58,,Glee Cast,Glee Cast,,,s,,P.Y.T. (Pretty Young Thing),3:56,,,,8043,,,20th Century Fox TV Digital,,,,,,"J.Ingram,Q.Jones III",43,26/02/2011,26/02/2011,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,101,h,2011-101,1,0,0,1,75,,Jana Kramer,"Kramer, Jana",,,s,,I Won't Give Up,3:18,,,,8127,,,Warner Bros. (Nashville) Digital,,,,,,"J. Kramer,K.Kennedy,J.Leary",26,26/02/2011,26/02/2011,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,102,h,2011-102,1,0,0,1,87,,Glee Cast,Glee Cast,,,s,,She's Not There,2:28,,,,8043,,,20th Century Fox TV Digital,,,,,,R.Argent,14,26/02/2011,26/02/2011,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,103,h,2011-103,1,0,0,1,89,,Lupe Fiasco,"Fiasco, Lupe",Featuring Skylar Grey,,s,,Words I Never Said,4:20,,,,7817,,,1st & 15th Digital,,,,,,"W.Jaco,A.Grant,S.Gray",12,26/02/2011,26/02/2011,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,104,h,2011-104,4,0,0,1,61,,Justin Bieber,"Bieber, Justin",,,My Worlds Acoustic,,Pray,3:32,,,,8047,,,SchoolBoy/Raymond Braun/Island Digital,DD,,,,,"N.Atweh,A.Messinger,O.Martinez,J.Bieber",96,26/02/2011,05/03/2011,81,61,76,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,105,h,2011-105,9,0,0,1,58,,My Chemical Romance,My Chemical Romance,,,Danger Days,,Sing,4:30,,,,7187,,,Reprise Digital,,,,,,"F.Iero,R.Toro,G.Way,M.Way",216,26/02/2011,05/03/2011,92,58,75,79,84,74,74,77,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,106,h,2011-106,9,0,0,1,44,,Miranda Lambert,"Lambert, Miranda",,,Revolution,,Heart Like Mine,2:57,,,,7772,,,Columbia (Nashville) Digital,,,,,,"M.Lambert,T.Howard,A.Monroe",276,26/02/2011,23/04/2011,95,85,80,72,75,65,63,54,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,107,h,2011-107,9,0,0,1,62,,Ronnie Dunn,"Dunn, Ronnie",,,s,,Bleed Red,3:48,,,,8119,,,Arista Nashville Digital,,,,,,"A.Dorff,T.L.James",173,26/02/2011,23/04/2011,99,97,92,81,88,80,72,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,359,h,2011-108,33,32,10,4,2,,Cee Lo Green,"Green, Cee Lo",,,s,,F**K You (Forget You),3:43,,,,8122,,,Elektra 526196,,,,,,"C.Green,B.Mars,P.Lawrence,A.Levine,B.Brown",2952,11/09/2010,05/03/2011,96,33,36,35,27,21,18,17,17,23,30,22,9,17,17,23,24,26,22,21,22,20,19,16,7,2,2,2,2,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,109,h,2011-109,8,8,7,3,1,,Katy Perry,"Perry, Katy",,,Teenage Dream (Deluxe Edition),,E.T.,3:26,,x,,7961,,R 2011-351,Capitol Digital,DD,,,,,"K.Perry,L.Gottwald,J.Coleman,K.S.Martin",1166,05/03/2011,09/04/2011,28,8,8,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,110,h,2011-110,8,4,0,1,35,,New Boyz,New Boyz,Featuring The Cataracs & Dev,,s,,Backseat,3:44,,xc,,8079,,,Shotty Digital,DD,,,,,"D.A.Thomas,E.H.Benjamin V,N.Hollowell-Dhar,D.Singer-Vine,D.Dailes",488,05/03/2011,23/04/2011,37,39,50,49,48,43,39,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,111,h,2011-111,1,0,0,1,47,,Glee Cast,Glee Cast,,,s,,Baby,3:35,,,,8043,,,20th Century Fox TV Digital,DD,,,,,"J.Bieber,C.Milian,T.Nash,C.Bridges,C.A.Stewart",54,05/03/2011,05/03/2011,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,112,h,2011-112,1,0,0,1,49,,Glee Cast,Glee Cast,,,s,,Sing,4:03,,,,8043,,,20th Century Fox TV Digital,DD,,,,,"F.Iero,R.Toro,G.Way,M.Way",52,05/03/2011,05/03/2011,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,113,h,2011-113,1,0,0,1,51,,Glee Cast,Glee Cast,,,s,,Take Me Or Leave Me,3:11,,,,8043,,,20th Century Fox TV Digital,DD,,,,,J.Larson,50,05/03/2011,05/03/2011,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,114,h,2011-114,1,0,0,1,62,,Glee Cast,Glee Cast,,,s,,Somebody To Love,3:10,,,,8043,,,20th Century Fox TV Digital,DD,,,,Justin Bieber cover,"J.Yip,J.Reeves,J.Bieber,R.Romulus,H.Brighty",39,05/03/2011,05/03/2011,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,115,h,2011-115,1,0,0,1,74,,Justin Bieber,"Bieber, Justin",,,Never Say Never (The Remixes),,Born To Be Somebody,3:01,,,,8047,,,SchoolBoy/Raymond Braun/Island Digital,DD,,,,,D.E.Warren,27,05/03/2011,05/03/2011,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,116,h,2011-116,5,0,0,1,67,,Chris Young,"Young, Chris",,,s,,Tomorrow,3:42,,,,8053,,,RCA Digital,DD,,,,,"C.Young,F.J.Myers,A.Smith",111,05/03/2011,23/04/2011,86,,,,96,75,70,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,117,h,2011-117,8,4,0,1,14,,Tinie Tempah,Tinie Tempah,Featuring Eric Turner,,,,Written In The Stars,3:39,,xc,3:27,8150,,,London Digital,DD,,,,,"E.Mughal,P.Okogwu,E.Turner,C.Bernardo",473,05/03/2011,23/04/2011,91,68,52,45,39,27,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,118,h,2011-118,8,6,4,2,3,,"Black Eyed Peas, The","Black Eyed Peas, The",,,The Beginning (Deluxe Version),,Just Can't Get Enough,3:39,,,,7024,,,Interscope Digital,DD,,,,,"W.Adams,A.Pineda,J.Gomez,S.Ferguson,J.Alvarez,S.Shadowen,R.Jerkins",644,05/03/2011,16/04/2011,92,66,38,22,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,119,h,2011-119,7,7,6,2,5,,Jennifer Lopez,"Lopez, Jennifer",Featuring Pitbull,,s,,On The Floor,3:50,,,,7075,,,Island Digital,DD,,,,,"N.Khayat,K.Hamid,AJ Junior,Teddy.Sky,B.Hajji,A.C.Perez,G.Hermosa,U.Hermosa",743,12/03/2011,19/03/2011,9,5,5,13,10,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,120,h,2011-120,1,0,0,1,49,,Glee Cast,Glee Cast,,,s,,Don't You Want Me,3:33,,,,8043,,,20th Century Fox TV Digital,DD,,,,,"P.Oakey,A.Wright,J.Callis",52,12/03/2011,12/03/2011,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,121,h,2011-121,2,0,0,1,52,,Khalifa,Khalifa,Featuring Too $hort,,s,,On My Level,4:35,,,,8126,,,Rostrum/Atlantic Digital,DD,,,,,"C.J.Thomaz,J.G.Scheffer,T.A.Shaw,D.Morris",54,12/03/2011,12/03/2011,52,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,122,h,2011-122,1,0,0,1,55,,Glee Cast,Glee Cast,,,s,,Blame It (On The Alcohol),3:19,,,,8043,,,20th Century Fox TV Digital,DD,,,,,"C.Henderson,J.Foxx,N.L.Walker,J.T.Brown,B.R.Melanchon,J.Conte, Jr.,T-Pain,B.Prescotti,T.Nash,C.A.Stewart",46,12/03/2011,12/03/2011,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,123,h,2011-123,1,0,0,1,61,,Glee Cast,Glee Cast,,,s,,Tik Tok,3:19,,,,8043,,,20th Century Fox TV Digital,DD,,,,,"K.Sebert,L.Gottwald,B.Levin",40,12/03/2011,12/03/2011,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
